"DENVER, CO",DEN,"LOS ANGELES, CA",LAX,06:48 AM,08:25 AM,2h37m,1296,739
"DENVER, CO",DEN,"LOS ANGELES, CA",LAX,06:54 AM,08:22 AM,2h28m,788,752
"DENVER, CO",DEN,"LOS ANGELES, CA",LAX,07:00 AM,08:30 AM,2h30m,1047,739
"DENVER, CO",DEN,"LOS ANGELES, CA",LAX,08:00 AM,09:28 AM,2h28m,447,752
"DENVER, CO",DEN,"LOS ANGELES, CA",LAX,08:00 AM,09:30 AM,2h30m,1055,739
"DENVER, CO",DEN,"LOS ANGELES, CA",LAX,11:19 AM,01:00 PM,2h41m,420,319
"DENVER, CO",DEN,"LOS ANGELES, CA",LAX,11:20 AM,12:48 PM,2h28m,507,752
"DENVER, CO",DEN,"LOS ANGELES, CA",LAX,11:20 AM,12:50 PM,2h30m,1157,739
"DENVER, CO",DEN,"LOS ANGELES, CA",LAX,11:20 AM,12:50 PM,2h30m,1888,739
"DENVER, CO",DEN,"LOS ANGELES, CA",LAX,02:03 PM,03:34 PM,2h31m,744,320
"DENVER, CO",DEN,"LOS ANGELES, CA",LAX,02:07 PM,03:45 PM,2h38m,507,320
"DENVER, CO",DEN,"LOS ANGELES, CA",LAX,02:07 PM,03:45 PM,2h38m,744,319
"DENVER, CO",DEN,"LOS ANGELES, CA",LAX,03:22 PM,05:00 PM,2h38m,481,739
"DENVER, CO",DEN,"LOS ANGELES, CA",LAX,03:22 PM,05:00 PM,2h38m,1182,739
"DENVER, CO",DEN,"LOS ANGELES, CA",LAX,03:22 PM,05:00 PM,2h38m,1232,739
"DENVER, CO",DEN,"LOS ANGELES, CA",LAX,03:22 PM,05:00 PM,2h38m,1856,739
"DENVER, CO",DEN,"LOS ANGELES, CA",LAX,03:30 PM,05:06 PM,2h36m,701,752
"DENVER, CO",DEN,"LOS ANGELES, CA",LAX,03:30 PM,05:04 PM,2h34m,746,319
"DENVER, CO",DEN,"LOS ANGELES, CA",LAX,04:24 PM,06:02 PM,2h38m,481,738
"DENVER, CO",DEN,"LOS ANGELES, CA",LAX,05:25 PM,06:56 PM,2h31m,701,319
"DENVER, CO",DEN,"LOS ANGELES, CA",LAX,05:33 PM,07:00 PM,2h27m,1203,739
"DENVER, CO",DEN,"LOS ANGELES, CA",LAX,05:38 PM,07:05 PM,2h27m,1728,738
"DENVER, CO",DEN,"LOS ANGELES, CA",LAX,05:51 PM,07:24 PM,2h33m,1132,320
"DENVER, CO",DEN,"LOS ANGELES, CA",LAX,05:51 PM,07:25 PM,2h34m,1921,739
"DENVER, CO",DEN,"LOS ANGELES, CA",LAX,06:45 PM,08:15 PM,2h30m,1267,739
"DENVER, CO",DEN,"LOS ANGELES, CA",LAX,07:06 PM,08:43 PM,2h37m,701,320
"DENVER, CO",DEN,"LOS ANGELES, CA",LAX,07:06 PM,08:44 PM,2h38m,1645,739
"DENVER, CO",DEN,"LOS ANGELES, CA",LAX,07:50 PM,09:27 PM,2h37m,1203,739
"DENVER, CO",DEN,"LOS ANGELES, CA",LAX,10:18 PM,11:44 PM,2h26m,1888,739
"DENVER, CO",DEN,"LOS ANGELES, CA",LAX,10:20 PM,11:51 PM,2h31m,523,319
"DENVER, CO",DEN,"LOS ANGELES, CA",LAX,10:20 PM,11:58 PM,2h38m,815,739
"DENVER, CO",DEN,"LOS CABOS, MEXICO",SJD,08:26 AM,11:26 AM,4h00m,649,738
"DENVER, CO",DEN,"LOS CABOS, MEXICO",SJD,11:10 AM,02:05 PM,2h55m,1665,738
"DENVER, CO",DEN,"MADISON, WI",MSN,12:28 PM,03:34 PM,2h06m,489,319
"DENVER, CO",DEN,"MADISON, WI",MSN,12:35 PM,03:49 PM,2h14m,1821,738
"DENVER, CO",DEN,"MADISON, WI",MSN,07:43 PM,10:50 PM,2h07m,709,320
"DENVER, CO",DEN,"MADISON, WI",MSN,07:50 PM,11:04 PM,2h14m,1823,738
"DENVER, CO",DEN,"MADISON, WI",MSN,08:05 PM,11:12 PM,2h07m,1210,320
"DENVER, CO",DEN,"MAUI, HI",OGG,11:45 AM,02:58 PM,7h13m,883,752
"DENVER, CO",DEN,"MAUI, HI",OGG,11:45 AM,04:23 PM,8h38m,1736,752
"DENVER, CO",DEN,"MEMPHIS, TN",MEM,09:55 AM,01:16 PM,2h21m,243,319
"DENVER, CO",DEN,"MEMPHIS, TN",MEM,05:25 PM,08:44 PM,2h19m,243,319
"DENVER, CO",DEN,"MEMPHIS, TN",MEM,07:40 PM,10:59 PM,2h19m,467,319
"DENVER, CO",DEN,"MEMPHIS, TN",MEM,07:40 PM,10:59 PM,2h19m,1132,319
"DENVER, CO",DEN,"MEXICO CITY, MEXICO",MEX,10:00 AM,02:35 PM,3h35m,356,319
"DENVER, CO",DEN,"MEXICO CITY, MEXICO",MEX,04:20 PM,09:00 PM,4h40m,356,319
"DENVER, CO",DEN,"MINNEAPOLIS/ST. PAUL, MN",MSP,07:57 AM,11:00 AM,2h03m,215,319
"DENVER, CO",DEN,"MINNEAPOLIS/ST. PAUL, MN",MSP,09:55 AM,12:58 PM,2h03m,573,319
"DENVER, CO",DEN,"MINNEAPOLIS/ST. PAUL, MN",MSP,09:55 AM,12:59 PM,2h04m,1276,738
"DENVER, CO",DEN,"MINNEAPOLIS/ST. PAUL, MN",MSP,09:57 AM,01:00 PM,2h03m,215,319
"DENVER, CO",DEN,"MINNEAPOLIS/ST. PAUL, MN",MSP,09:57 AM,01:00 PM,2h03m,1707,319
"DENVER, CO",DEN,"MINNEAPOLIS/ST. PAUL, MN",MSP,12:30 PM,03:41 PM,2h11m,1030,319
"DENVER, CO",DEN,"MINNEAPOLIS/ST. PAUL, MN",MSP,12:38 PM,03:36 PM,1h58m,605,320
"DENVER, CO",DEN,"MINNEAPOLIS/ST. PAUL, MN",MSP,05:25 PM,08:34 PM,2h09m,669,320
"DENVER, CO",DEN,"MINNEAPOLIS/ST. PAUL, MN",MSP,08:06 PM,11:09 PM,2h03m,669,320
"DENVER, CO",DEN,"MINNEAPOLIS/ST. PAUL, MN",MSP,08:19 PM,11:18 PM,1h59m,1889,738
"DENVER, CO",DEN,"MINNEAPOLIS/ST. PAUL, MN",MSP,08:19 PM,11:17 PM,1h58m,669,320
"DENVER, CO",DEN,"MINNEAPOLIS/ST. PAUL, MN",MSP,08:19 PM,11:18 PM,1h59m,1889,73G
"DENVER, CO",DEN,"NASHVILLE, TN",BNA,09:55 AM,01:27 PM,2h32m,450,319
"DENVER, CO",DEN,"NASHVILLE, TN",BNA,10:00 AM,01:36 PM,2h36m,1675,73G
"DENVER, CO",DEN,"NASHVILLE, TN",BNA,11:19 AM,02:59 PM,2h40m,450,319
"DENVER, CO",DEN,"NEW ORLEANS, LA",MSY,09:55 AM,01:30 PM,2h35m,740,320
"DENVER, CO",DEN,"NEW ORLEANS, LA",MSY,10:05 AM,01:46 PM,2h41m,1143,738
"DENVER, CO",DEN,"NEW ORLEANS, LA",MSY,12:36 PM,04:14 PM,2h38m,337,319
"DENVER, CO",DEN,"NEW ORLEANS, LA",MSY,12:37 PM,04:15 PM,2h38m,463,319
"DENVER, CO",DEN,"NEW ORLEANS, LA",MSY,12:43 PM,04:21 PM,2h38m,297,319
"DENVER, CO",DEN,"NEW ORLEANS, LA",MSY,12:43 PM,04:17 PM,2h34m,1027,738
"DENVER, CO",DEN,"NEW ORLEANS, LA",MSY,01:20 PM,04:54 PM,2h34m,650,738
"DENVER, CO",DEN,"NEW ORLEANS, LA",MSY,03:40 PM,07:15 PM,2h35m,381,319
"DENVER, CO",DEN,"NEW ORLEANS, LA",MSY,05:40 PM,09:10 PM,2h30m,381,320
"DENVER, CO",DEN,"NEW YORK, NY",LGA,08:05 AM,01:57 PM,3h52m,1543,738
"DENVER, CO",DEN,"NEW YORK, NY",LGA,08:05 AM,01:55 PM,3h50m,347,320
"DENVER, CO",DEN,"NEW YORK, NY",LGA,09:59 AM,03:53 PM,3h54m,1688,738
"DENVER, CO",DEN,"NEW YORK, NY",LGA,10:00 AM,03:53 PM,3h53m,303,319
"DENVER, CO",DEN,"NEW YORK, NY",LGA,10:05 AM,03:59 PM,3h54m,1837,73G
"DENVER, CO",DEN,"NEW YORK, NY",LGA,11:15 AM,05:07 PM,3h52m,556,320
"DENVER, CO",DEN,"NEW YORK, NY",LGA,12:30 PM,06:22 PM,3h52m,596,320
"DENVER, CO",DEN,"NEW YORK, NY",LGA,12:30 PM,06:24 PM,3h54m,1837,738
"DENVER, CO",DEN,"NEW YORK, NY",LGA,12:35 PM,06:17 PM,3h42m,556,73G
"DENVER, CO",DEN,"NEW YORK, NY",LGA,12:35 PM,06:38 PM,4h03m,671,319
"DENVER, CO",DEN,"NEW YORK, NY",LGA,03:49 PM,09:41 PM,3h52m,406,320
"DENVER, CO",DEN,"NEW YORK, NY",LGA,03:49 PM,09:43 PM,3h54m,1023,73G
"DENVER, CO",DEN,"NEW YORK, NY",LGA,05:29 PM,11:14 PM,3h45m,406,738
"DENVER, CO",DEN,"NEW YORK, NY",LGA,05:32 PM,11:18 PM,3h46m,671,320
"DENVER, CO",DEN,"NEW YORK, NY",LGA,05:32 PM,11:20 PM,3h48m,1521,738
"DENVER, CO",DEN,"NEW YORK/NEWARK, NJ",EWR,06:00 AM,11:49 AM,3h49m,1819,739
"DENVER, CO",DEN,"NEW YORK/NEWARK, NJ",EWR,06:01 AM,11:45 AM,3h44m,743,738
"DENVER, CO",DEN,"NEW YORK/NEWARK, NJ",EWR,07:55 AM,01:44 PM,3h49m,1105,738
"DENVER, CO",DEN,"NEW YORK/NEWARK, NJ",EWR,09:55 AM,03:50 PM,3h55m,1771,738
"DENVER, CO",DEN,"NEW YORK/NEWARK, NJ",EWR,10:15 AM,03:47 PM,3h32m,672,777
"DENVER, CO",DEN,"NEW YORK/NEWARK, NJ",EWR,11:05 AM,04:47 PM,3h42m,1774,73G
"DENVER, CO",DEN,"NEW YORK/NEWARK, NJ",EWR,12:35 PM,06:21 PM,3h46m,1551,752
"DENVER, CO",DEN,"NEW YORK/NEWARK, NJ",EWR,12:40 PM,06:27 PM,3h47m,1935,752
"DENVER, CO",DEN,"NEW YORK/NEWARK, NJ",EWR,01:35 PM,07:21 PM,3h46m,1087,738
"DENVER, CO",DEN,"NEW YORK/NEWARK, NJ",EWR,03:41 PM,09:37 PM,3h56m,211,320
"DENVER, CO",DEN,"NEW YORK/NEWARK, NJ",EWR,03:43 PM,09:30 PM,3h47m,1087,739
"DENVER, CO",DEN,"NEW YORK/NEWARK, NJ",EWR,05:25 PM,11:10 PM,3h45m,265,320
"DENVER, CO",DEN,"NEW YORK/NEWARK, NJ",EWR,05:25 PM,11:12 PM,3h47m,1561,738
"DENVER, CO",DEN,"NEW YORK/NEWARK, NJ",EWR,05:28 PM,11:06 PM,3h38m,1087,320
"DENVER, CO",DEN,"NEW YORK/NEWARK, NJ",EWR,07:40 PM,01:18 AM,3h38m,805,320
"DENVER, CO",DEN,"NEW YORK/NEWARK, NJ",EWR,07:40 PM,01:18 AM,3h38m,1561,320
"DENVER, CO",DEN,"OKLAHOMA CITY, OK",OKC,09:57 AM,12:38 PM,1h41m,619,319
"DENVER, CO",DEN,"OKLAHOMA CITY, OK",OKC,09:57 AM,12:38 PM,1h41m,1134,738
"DENVER, CO",DEN,"OKLAHOMA CITY, OK",OKC,08:05 PM,10:41 PM,1h36m,658,319
"DENVER, CO",DEN,"OKLAHOMA CITY, OK",OKC,08:06 PM,10:40 PM,1h34m,435,319
"DENVER, CO",DEN,"OMAHA, NE",OMA,05:25 PM,07:52 PM,1h27m,381,319
"DENVER, CO",DEN,"OMAHA, NE",OMA,05:28 PM,07:55 PM,1h27m,842,320
"DENVER, CO",DEN,"OMAHA, NE",OMA,08:05 PM,10:28 PM,1h23m,381,320
"DENVER, CO",DEN,"OMAHA, NE",OMA,08:05 PM,10:33 PM,1h28m,481,320
"DENVER, CO",DEN,"ORANGE COUNTY, CA",SNA,07:55 AM,09:29 AM,2h34m,265,73G
"DENVER, CO",DEN,"ORANGE COUNTY, CA",SNA,07:59 AM,09:33 AM,2h34m,265,73G
"DENVER, CO",DEN,"ORANGE COUNTY, CA",SNA,08:05 AM,09:34 AM,2h29m,1155,73G
"DENVER, CO",DEN,"ORANGE COUNTY, CA",SNA,11:05 AM,12:26 PM,2h21m,1633,73G
"DENVER, CO",DEN,"ORANGE COUNTY, CA",SNA,11:15 AM,12:35 PM,2h20m,403,320
"DENVER, CO",DEN,"ORANGE COUNTY, CA",SNA,03:33 PM,05:09 PM,2h36m,405,319
"DENVER, CO",DEN,"ORANGE COUNTY, CA",SNA,06:45 PM,08:06 PM,2h21m,562,320
"DENVER, CO",DEN,"ORANGE COUNTY, CA",SNA,07:12 PM,08:34 PM,2h22m,1658,73G
"DENVER, CO",DEN,"ORLANDO, FL",MCO,07:55 AM,01:24 PM,3h29m,208,739
"DENVER, CO",DEN,"ORLANDO, FL",MCO,07:55 AM,01:32 PM,3h37m,1904,739
"DENVER, CO",DEN,"ORLANDO, FL",MCO,08:15 AM,01:44 PM,3h29m,1283,738
"DENVER, CO",DEN,"ORLANDO, FL",MCO,09:55 AM,03:34 PM,3h39m,1792,738
"DENVER, CO",DEN,"ORLANDO, FL",MCO,09:58 AM,03:27 PM,3h29m,1107,739
"DENVER, CO",DEN,"ORLANDO, FL",MCO,10:00 AM,03:29 PM,3h29m,564,738
"DENVER, CO",DEN,"ORLANDO, FL",MCO,10:03 AM,03:32 PM,3h29m,1218,739
"DENVER, CO",DEN,"ORLANDO, FL",MCO,10:04 AM,03:33 PM,3h29m,1707,739
"DENVER, CO",DEN,"ORLANDO, FL",MCO,10:04 AM,03:33 PM,3h29m,1904,739
"DENVER, CO",DEN,"ORLANDO, FL",MCO,12:30 PM,05:59 PM,3h29m,393,738
"DENVER, CO",DEN,"ORLANDO, FL",MCO,12:38 PM,06:12 PM,3h34m,1283,738
"DENVER, CO",DEN,"ORLANDO, FL",MCO,03:15 PM,08:50 PM,3h35m,1240,738
"DENVER, CO",DEN,"PALM SPRINGS, CA",PSP,11:15 AM,12:35 PM,2h20m,1482,738
"DENVER, CO",DEN,"PALM SPRINGS, CA",PSP,11:20 AM,12:34 PM,2h14m,1210,738
"DENVER, CO",DEN,"PALM SPRINGS, CA",PSP,06:45 PM,08:07 PM,2h22m,581,319
"DENVER, CO",DEN,"PHILADELPHIA, PA",PHL,09:57 AM,03:35 PM,3h38m,1542,738
"DENVER, CO",DEN,"PHILADELPHIA, PA",PHL,09:59 AM,03:33 PM,3h34m,264,738
"DENVER, CO",DEN,"PHILADELPHIA, PA",PHL,10:11 AM,03:49 PM,3h38m,264,320
"DENVER, CO",DEN,"PHILADELPHIA, PA",PHL,05:43 PM,11:17 PM,3h34m,223,73G
"DENVER, CO",DEN,"PHILADELPHIA, PA",PHL,05:43 PM,11:23 PM,3h40m,1824,739
"DENVER, CO",DEN,"PHILADELPHIA, PA",PHL,07:06 PM,12:40 AM,3h34m,1824,738
"DENVER, CO",DEN,"PHOENIX, AZ",PHX,08:05 AM,10:08 AM,2h03m,237,738
"DENVER, CO",DEN,"PHOENIX, AZ",PHX,08:09 AM,09:12 AM,2h03m,1617,738
"DENVER, CO",DEN,"PHOENIX, AZ",PHX,11:25 AM,12:24 PM,1h59m,1156,739
"DENVER, CO",DEN,"PHOENIX, AZ",PHX,11:27 AM,12:23 PM,1h56m,739,738
"DENVER, CO",DEN,"PHOENIX, AZ",PHX,03:25 PM,04:26 PM,2h01m,329,320
"DENVER, CO",DEN,"PHOENIX, AZ",PHX,03:25 PM,04:24 PM,1h59m,1226,738
"DENVER, CO",DEN,"PHOENIX, AZ",PHX,03:29 PM,05:27 PM,1h58m,494,320
"DENVER, CO",DEN,"PHOENIX, AZ",PHX,06:45 PM,07:43 PM,1h58m,594,320
"DENVER, CO",DEN,"PHOENIX, AZ",PHX,07:05 PM,08:04 PM,1h59m,1791,738
"DENVER, CO",DEN,"PHOENIX, AZ",PHX,10:05 PM,11:04 PM,1h59m,716,738
"DENVER, CO",DEN,"PHOENIX, AZ",PHX,10:15 PM,11:12 PM,1h57m,1964,738
"DENVER, CO",DEN,"PITTSBURGH, PA",PIT,09:55 AM,02:54 PM,2h59m,648,738
"DENVER, CO",DEN,"PITTSBURGH, PA",PIT,10:00 AM,03:02 PM,3h02m,326,320
"DENVER, CO",DEN,"PITTSBURGH, PA",PIT,10:01 AM,03:04 PM,3h03m,1464,739
"DENVER, CO",DEN,"PITTSBURGH, PA",PIT,11:20 AM,04:23 PM,3h03m,1206,739
"DENVER, CO",DEN,"PITTSBURGH, PA",PIT,05:38 PM,10:45 PM,3h07m,575,319
"DENVER, CO",DEN,"PITTSBURGH, PA",PIT,06:50 PM,11:48 PM,2h58m,1255,738
"DENVER, CO",DEN,"PITTSBURGH, PA",PIT,07:40 PM,12:38 AM,2h58m,1878,738
"DENVER, CO",DEN,"PORTLAND, OR",PDX,07:57 AM,09:51 AM,2h54m,1592,738
"DENVER, CO",DEN,"PORTLAND, OR",PDX,08:00 AM,09:55 AM,2h55m,598,739
"DENVER, CO",DEN,"PORTLAND, OR",PDX,11:15 AM,01:10 PM,2h55m,276,738
"DENVER, CO",DEN,"PORTLAND, OR",PDX,11:17 AM,01:12 PM,2h55m,1592,738
"DENVER, CO",DEN,"PORTLAND, OR",PDX,11:20 AM,01:03 PM,2h43m,1502,739
"DENVER, CO",DEN,"PORTLAND, OR",PDX,11:22 AM,01:10 PM,2h48m,276,320
"DENVER, CO",DEN,"PORTLAND, OR",PDX,03:10 PM,05:10 PM,3h00m,416,319
"DENVER, CO",DEN,"PORTLAND, OR",PDX,03:15 PM,04:59 PM,2h44m,1962,738
"DENVER, CO",DEN,"PORTLAND, OR",PDX,06:45 PM,08:42 PM,2h57m,745,738
"DENVER, CO",DEN,"PORTLAND, OR",PDX,06:45 PM,08:29 PM,2h44m,1402,739
"DENVER, CO",DEN,"PORTLAND, OR",PDX,06:45 PM,08:29 PM,2h44m,1610,739
"DENVER, CO",DEN,"PORTLAND, OR",PDX,07:14 PM,09:20 PM,3h06m,1210,320
"DENVER, CO",DEN,"PORTLAND, OR",PDX,10:02 PM,11:58 PM,2h56m,980,738
"DENVER, CO",DEN,"PORTLAND, OR",PDX,10:02 PM,11:58 PM,2h56m,1645,738
"DENVER, CO",DEN,"PORTLAND, OR",PDX,10:02 PM,11:57 PM,2h55m,1962,320
"DENVER, CO",DEN,"PORTLAND, OR",PDX,10:29 PM,12:13 AM,2h44m,1890,739
"DENVER, CO",DEN,"PUERTO VALLARTA, MEXICO",PVR,08:39 AM,12:54 PM,3h15m,1202,739
"DENVER, CO",DEN,"PUERTO VALLARTA, MEXICO",PVR,09:55 AM,02:11 PM,3h16m,1944,739
"DENVER, CO",DEN,"PUERTO VALLARTA, MEXICO",PVR,11:50 AM,04:06 PM,3h16m,1584,738
"DENVER, CO",DEN,"RENO, NV",RNO,11:10 AM,12:29 PM,2h19m,295,319
"DENVER, CO",DEN,"RENO, NV",RNO,06:45 PM,08:01 PM,2h16m,296,320
"DENVER, CO",DEN,"RENO, NV",RNO,08:05 PM,09:25 PM,2h20m,296,320
"DENVER, CO",DEN,"SACRAMENTO, CA",SMF,11:04 AM,12:40 PM,2h36m,282,320
"DENVER, CO",DEN,"SACRAMENTO, CA",SMF,11:27 AM,12:55 PM,2h28m,607,320
"DENVER, CO",DEN,"SACRAMENTO, CA",SMF,03:18 PM,05:02 PM,2h44m,772,73G
"DENVER, CO",DEN,"SACRAMENTO, CA",SMF,06:45 PM,08:17 PM,2h32m,540,320
"DENVER, CO",DEN,"SACRAMENTO, CA",SMF,06:45 PM,08:18 PM,2h33m,1282,739
"DENVER, CO",DEN,"SALT LAKE CITY, UT",SLC,11:14 AM,12:48 PM,1h34m,773,319
"DENVER, CO",DEN,"SALT LAKE CITY, UT",SLC,11:21 AM,12:55 PM,1h34m,1802,319
"DENVER, CO",DEN,"SALT LAKE CITY, UT",SLC,06:45 PM,08:17 PM,1h32m,542,319
"DENVER, CO",DEN,"SALT LAKE CITY, UT",SLC,08:00 PM,09:37 PM,1h37m,542,319
"DENVER, CO",DEN,"SAN ANTONIO, TX",SAT,07:55 AM,11:04 AM,2h09m,625,738
"DENVER, CO",DEN,"SAN ANTONIO, TX",SAT,07:58 AM,11:07 AM,2h09m,1078,738
"DENVER, CO",DEN,"SAN ANTONIO, TX",SAT,09:55 AM,01:09 PM,2h14m,781,319
"DENVER, CO",DEN,"SAN ANTONIO, TX",SAT,09:55 AM,01:04 PM,2h09m,1115,319
"DENVER, CO",DEN,"SAN ANTONIO, TX",SAT,05:25 PM,08:34 PM,2h09m,572,738
"DENVER, CO",DEN,"SAN ANTONIO, TX",SAT,05:25 PM,08:34 PM,2h09m,696,738
"DENVER, CO",DEN,"SAN ANTONIO, TX",SAT,07:45 PM,10:56 PM,2h11m,696,319
"DENVER, CO",DEN,"SAN ANTONIO, TX",SAT,08:10 PM,11:16 PM,2h06m,1707,739
"DENVER, CO",DEN,"SAN DIEGO, CA",SAN,07:55 AM,09:21 AM,2h26m,1665,739
"DENVER, CO",DEN,"SAN DIEGO, CA",SAN,08:00 AM,09:32 AM,2h32m,729,738
"DENVER, CO",DEN,"SAN DIEGO, CA",SAN,11:09 AM,12:39 PM,2h30m,763,319
"DENVER, CO",DEN,"SAN DIEGO, CA",SAN,11:15 AM,12:41 PM,2h26m,868,738
"DENVER, CO",DEN,"SAN DIEGO, CA",SAN,11:15 AM,12:32 PM,2h17m,1745,738
"DENVER, CO",DEN,"SAN DIEGO, CA",SAN,03:23 PM,04:44 PM,2h21m,710,319
"DENVER, CO",DEN,"SAN DIEGO, CA",SAN,03:23 PM,04:41 PM,2h18m,1989,738
"DENVER, CO",DEN,"SAN DIEGO, CA",SAN,06:45 PM,08:10 PM,2h25m,459,739
"DENVER, CO",DEN,"SAN DIEGO, CA",SAN,06:45 PM,08:03 PM,2h18m,1968,739
"DENVER, CO",DEN,"SAN FRANCISCO, CA",SFO,06:00 AM,07:47 AM,2h47m,256,320
"DENVER, CO",DEN,"SAN FRANCISCO, CA",SFO,06:00 AM,07:36 AM,2h36m,1111,739
"DENVER, CO",DEN,"SAN FRANCISCO, CA",SFO,07:55 AM,09:45 AM,2h50m,277,738
"DENVER, CO",DEN,"SAN FRANCISCO, CA",SFO,07:55 AM,09:45 AM,2h50m,1270,739
"DENVER, CO",DEN,"SAN FRANCISCO, CA",SFO,07:55 AM,09:50 AM,2h55m,1689,319
"DENVER, CO",DEN,"SAN FRANCISCO, CA",SFO,08:03 AM,09:49 AM,2h46m,1973,738
"DENVER, CO",DEN,"SAN FRANCISCO, CA",SFO,09:59 AM,11:49 AM,2h50m,1185,739
"DENVER, CO",DEN,"SAN FRANCISCO, CA",SFO,10:03 AM,11:48 AM,2h45m,268,752
"DENVER, CO",DEN,"SAN FRANCISCO, CA",SFO,10:03 AM,11:48 AM,2h45m,1820,752
"DENVER, CO",DEN,"SAN FRANCISCO, CA",SFO,10:05 AM,11:55 AM,2h50m,1973,739
"DENVER, CO",DEN,"SAN FRANCISCO, CA",SFO,11:05 AM,12:54 PM,2h49m,721,320
"DENVER, CO",DEN,"SAN FRANCISCO, CA",SFO,11:20 AM,01:15 PM,2h55m,1749,739
"DENVER, CO",DEN,"SAN FRANCISCO, CA",SFO,11:25 AM,01:15 PM,2h50m,1580,739
"DENVER, CO",DEN,"SAN FRANCISCO, CA",SFO,02:08 PM,03:58 PM,2h50m,583,738
"DENVER, CO",DEN,"SAN FRANCISCO, CA",SFO,02:08 PM,03:58 PM,2h50m,733,738
"DENVER, CO",DEN,"SAN FRANCISCO, CA",SFO,02:16 PM,04:05 PM,2h49m,1749,320
"DENVER, CO",DEN,"SAN FRANCISCO, CA",SFO,03:10 PM,04:57 PM,2h47m,735,320
"DENVER, CO",DEN,"SAN FRANCISCO, CA",SFO,03:17 PM,04:54 PM,2h37m,580,320
"DENVER, CO",DEN,"SAN FRANCISCO, CA",SFO,03:17 PM,04:55 PM,2h38m,1982,739
"DENVER, CO",DEN,"SAN FRANCISCO, CA",SFO,04:25 PM,06:12 PM,2h47m,735,319
"DENVER, CO",DEN,"SAN FRANCISCO, CA",SFO,05:39 PM,07:16 PM,2h37m,712,752
"DENVER, CO",DEN,"SAN FRANCISCO, CA",SFO,05:39 PM,07:16 PM,2h37m,735,752
"DENVER, CO",DEN,"SAN FRANCISCO, CA",SFO,05:39 PM,07:16 PM,2h37m,737,752
"DENVER, CO",DEN,"SAN FRANCISCO, CA",SFO,05:40 PM,07:30 PM,2h50m,737,738
"DENVER, CO",DEN,"SAN FRANCISCO, CA",SFO,05:45 PM,07:24 PM,2h39m,1270,739
"DENVER, CO",DEN,"SAN FRANCISCO, CA",SFO,06:45 PM,08:32 PM,2h47m,257,752
"DENVER, CO",DEN,"SAN FRANCISCO, CA",SFO,06:45 PM,08:28 PM,2h43m,524,320
"DENVER, CO",DEN,"SAN FRANCISCO, CA",SFO,08:02 PM,09:55 PM,2h53m,257,320
"DENVER, CO",DEN,"SAN FRANCISCO, CA",SFO,08:05 PM,09:42 PM,2h37m,355,320
"DENVER, CO",DEN,"SAN FRANCISCO, CA",SFO,08:10 PM,09:48 PM,2h38m,1409,739
"DENVER, CO",DEN,"SAN FRANCISCO, CA",SFO,10:00 PM,11:47 PM,2h47m,423,320
"DENVER, CO",DEN,"SAN FRANCISCO, CA",SFO,10:09 PM,11:44 PM,2h35m,583,320
"DENVER, CO",DEN,"SAN JOSE, CA",SJC,11:15 AM,12:50 PM,2h35m,831,320
"DENVER, CO",DEN,"SAN JOSE, CA",SJC,11:15 AM,12:51 PM,2h36m,1411,738
"DENVER, CO",DEN,"SAN JOSE, CA",SJC,11:19 AM,01:02 PM,2h43m,245,320
"DENVER, CO",DEN,"SAN JOSE, CA",SJC,03:15 PM,05:07 PM,2h52m,782,319
"DENVER, CO",DEN,"SAN JOSE, CA",SJC,03:16 PM,04:52 PM,2h36m,1891,739
"DENVER, CO",DEN,"SAN JOSE, CA",SJC,03:18 PM,04:58 PM,2h40m,593,319
"DENVER, CO",DEN,"SAN JOSE, CA",SJC,06:45 PM,08:13 PM,2h28m,748,738
"DENVER, CO",DEN,"SAN JOSE, CA",SJC,07:21 PM,08:54 PM,2h33m,1686,738
"DENVER, CO",DEN,"SEATTLE, WA",SEA,07:55 AM,09:58 AM,3h03m,260,738
"DENVER, CO",DEN,"SEATTLE, WA",SEA,07:55 AM,09:49 AM,2h54m,1262,738
"DENVER, CO",DEN,"SEATTLE, WA",SEA,07:55 AM,09:58 AM,3h03m,1524,738
"DENVER, CO",DEN,"SEATTLE, WA",SEA,11:15 AM,01:17 PM,3h02m,339,738
"DENVER, CO",DEN,"SEATTLE, WA",SEA,11:25 AM,01:17 PM,2h52m,1524,738
"DENVER, CO",DEN,"SEATTLE, WA",SEA,03:35 PM,05:26 PM,2h51m,948,320
"DENVER, CO",DEN,"SEATTLE, WA",SEA,03:35 PM,05:27 PM,2h52m,1827,73G
"DENVER, CO",DEN,"SEATTLE, WA",SEA,05:02 PM,07:03 PM,3h01m,407,738
"DENVER, CO",DEN,"SEATTLE, WA",SEA,06:45 PM,08:44 PM,2h59m,407,738
"DENVER, CO",DEN,"SEATTLE, WA",SEA,07:05 PM,08:56 PM,2h51m,1584,739
"DENVER, CO",DEN,"SEATTLE, WA",SEA,07:10 PM,09:09 PM,2h59m,402,738
"DENVER, CO",DEN,"SEATTLE, WA",SEA,08:05 PM,10:04 PM,2h59m,1691,739
"DENVER, CO",DEN,"SEATTLE, WA",SEA,10:14 PM,12:14 AM,3h00m,505,739
"DENVER, CO",DEN,"SEATTLE, WA",SEA,10:20 PM,12:20 AM,3h00m,1645,738
